"","exposure","id.exposure","outcome","prs_beta","prs_se","prs_pval","prs_Qpval_revmrout","remove","revmr_nsnp","revmr_beta","revmr_se","revmr_pval","revmr_Qpval_revmrout"
"224","Coronary artery disease","ebi-a-GCST003116","ITGA11",-0.0298676016077123,0.00528658506960009,1.62026071849438e-08,0.965104977284756,FALSE,42,-0.0398378623237538,0.0238211601201657,0.0944508150800483,0.722039783264746
"225","Coronary artery disease","ebi-a-GCST003116","IL17RB",-0.0303603726599142,0.00539596068893122,1.8537663074302e-08,0.495581534718636,FALSE,42,-0.0152263175482658,0.0175715798564527,0.38619906870645,0.856729842483873
"226","Coronary artery disease","ebi-a-GCST003116","TNXB",-0.0300153454425816,0.00534588046886189,1.98483480249283e-08,0.198596212001396,FALSE,42,-0.0581421477849469,0.0167919073296235,0.000535161940008379,0.722406157694409
"227","Coronary artery disease","ebi-a-GCST003116","CNTN5",-0.0280578522326371,0.00500803775824116,2.12838037280552e-08,0.265934735190904,FALSE,42,-0.040103341969066,0.0182675841354389,0.0281400659062903,0.74461374005874
"228","Coronary artery disease","ebi-a-GCST003116","ACE2",0.0269713334441083,0.00486675441958626,3.01388668618141e-08,0.0761070805109176,FALSE,42,-0.00420082702691034,0.0158090656094665,0.790452807459059,0.824702466184085
"229","Coronary artery disease","ebi-a-GCST003116","KRT18",0.028434353585616,0.00513583765666606,3.10955223488988e-08,0.122798396635805,FALSE,42,-0.00639751715957049,0.018267811607902,0.726183285590383,0.761215972480231
"230","Coronary artery disease","ebi-a-GCST003116","MMP7",0.0286614444341921,0.00520058595777818,3.59062985199071e-08,0.0949401170735511,FALSE,42,0.00141274367000735,0.0217109771210559,0.948117885344751,0.791683446376121
"231","Coronary artery disease","ebi-a-GCST003116","OXT",0.0290068825261168,0.00527449391188415,3.83682163771875e-08,0.0144331054413628,TRUE,42,-0.00929513450276819,0.0147419564287331,0.528352818469413,1
"232","Coronary artery disease","ebi-a-GCST003116","LGALS9",0.0280027801919179,0.0051050264546777,4.15648904007379e-08,0.00841724235439186,TRUE,42,0.031273419619445,0.0283627379388862,0.270190727510022,0.13048120660999
"233","Coronary artery disease","ebi-a-GCST003116","ICAM1",0.0286984940119794,0.00523342941389929,4.19547101905118e-08,0.0168523768999902,TRUE,42,0.00474194556124932,0.0285535444615086,0.868100252378909,0.54255501572659
"234","Coronary artery disease","ebi-a-GCST003116","PLA2G7",0.0279196444278997,0.00510858960060323,4.65555601723698e-08,0.0250959269871895,FALSE,42,0.148210717862845,0.0734215418634619,0.0435259868585211,0.412972595252017
"235","Coronary artery disease","ebi-a-GCST003116","SORD",0.0283370679912175,0.00518754703763082,4.72731241718415e-08,0.171052876303141,FALSE,42,0.00332749145021357,0.0175188772737336,0.84935812007455,1
"236","Coronary artery disease","ebi-a-GCST003116","CLEC4G",0.0281877898795514,0.00522772454609046,7.01533230933188e-08,0.875201511934551,FALSE,42,0.0179664497353551,0.0199233668604217,0.367174920307262,0.792974643500603
"237","Coronary artery disease","ebi-a-GCST003116","MME",0.0281025724191123,0.0052259310602452,7.60208887236781e-08,0.0620041052588013,FALSE,42,-0.00154229507370612,0.0150003230962933,0.918107850076626,1
"238","Coronary artery disease","ebi-a-GCST003116","LEP",0.0243440030218076,0.00452847113792425,7.67626600592647e-08,0.000909709330830324,TRUE,42,-0.0285294551127652,0.0168699020100617,0.0908090594833972,0.911303891896318
"239","Coronary artery disease","ebi-a-GCST003116","CD163",0.0285013094755347,0.00530382733887646,7.76346048151816e-08,0.0414773844846745,TRUE,42,0.022493301131791,0.0299986924735995,0.453369516037514,0.344452332499093
"240","Coronary artery disease","ebi-a-GCST003116","C19orf12",0.0286533461776955,0.00534444708774143,8.31648480762157e-08,0.677056566123179,FALSE,42,0.0210589030952485,0.0174339075167011,0.227075001184215,1
"241","Coronary artery disease","ebi-a-GCST003116","LAG3",0.0278601861006118,0.00519791000304125,8.38248536875933e-08,0.969427642088948,FALSE,42,0.0906174946578064,0.0596951370736804,0.129013230665376,0.310452774499508
"242","Coronary artery disease","ebi-a-GCST003116","NOS3",0.0278296614536685,0.00520345882336553,8.93732766935245e-08,0.904900763169519,FALSE,42,0.0292225770305945,0.024694047415681,0.236656411184431,0.97882897606285
"243","Coronary artery disease","ebi-a-GCST003116","CDCP1",0.025269542446255,0.00472547301016984,8.97517766340954e-08,0.0546212494227795,FALSE,42,-0.00287163495439094,0.0205734162351217,0.88899193898726,0.980728906555318
"244","Coronary artery disease","ebi-a-GCST003116","PTPRS",-0.0285375633863349,0.00536725973073137,1.06170884837835e-07,0.399843338070227,FALSE,42,-0.0350125192397103,0.0205696548450717,0.0887283349450051,0.71191088735447
"245","Coronary artery disease","ebi-a-GCST003116","F3",-0.0274484739939439,0.00516740775822086,1.09206448033343e-07,0.615277818265719,FALSE,42,-0.0432552475792286,0.0186420969154148,0.0203246828139006,0.796270992190131
"246","Coronary artery disease","ebi-a-GCST003116","CA5A",0.0278831317389501,0.00525273522057903,1.11359986206601e-07,0.625299301715444,TRUE,42,0.0281415369858266,0.0142042217681393,0.0475678010428454,0.708688324212681
"247","Coronary artery disease","ebi-a-GCST003116","PRCP",0.0270006923137733,0.00508737095388747,1.11897656206911e-07,0.00123316592415483,TRUE,42,-0.0158077591071601,0.0199088915559034,0.427192530280863,0.745687197505272
"248","Coronary artery disease","ebi-a-GCST003116","ROR1",-0.0276951668338414,0.00524680425475914,1.31061425483608e-07,0.710185004070429,FALSE,42,-0.0293914463250877,0.0224951244556293,0.191358918308416,0.75400187912062
"249","Coronary artery disease","ebi-a-GCST003116","GDF15",0.0227609551538756,0.00432076668931076,1.38900336279379e-07,0.134145693007804,FALSE,42,0.00203328369977118,0.013145452866655,0.877076893493816,1
"250","Coronary artery disease","ebi-a-GCST003116","RGMA",-0.0277694725165275,0.00530127808649687,1.63059889106767e-07,0.206491114996623,FALSE,42,-0.0483826411531575,0.0197695293180488,0.0143917405336076,0.911799430503188
"251","Coronary artery disease","ebi-a-GCST003116","ADGRG2",-0.0255714769790478,0.00492087757613062,2.04224246912254e-07,0.265047862759093,FALSE,42,-0.0109268784993167,0.0196376681734528,0.577920735756456,0.802438444438235
"252","Coronary artery disease","ebi-a-GCST003116","ACP5",0.0264273197057009,0.00510030044410112,2.2133853369213e-07,0.0506978509039794,FALSE,42,-0.0110960509166672,0.018513382416876,0.548937525317348,1
"253","Coronary artery disease","ebi-a-GCST003116","GZMA",0.0268775713212421,0.00523322962077622,2.82275771598723e-07,0.208572957985737,FALSE,42,0.0294263873515035,0.0390035355046561,0.450576441782675,0.578424066268746
"254","Coronary artery disease","ebi-a-GCST003116","TNFRSF10B",0.0245964492493894,0.00480046671131357,3.0115577781473e-07,0.075528040672674,FALSE,42,0.0112916897049794,0.021289795127024,0.595848223988328,0.610994127101747
"255","Coronary artery disease","ebi-a-GCST003116","LILRB1",0.0270502333664208,0.00528027743207521,3.02536404557981e-07,0.000332862945770103,TRUE,42,-0.00689259694032075,0.0204367581930985,0.735917374363102,0.426493679521451
"256","Coronary artery disease","ebi-a-GCST003116","ASGR1",0.0264396569987648,0.00518555731084291,3.4383091020525e-07,0.0686575628463618,FALSE,42,-0.0436433150085169,0.0389740377763699,0.262796948658055,0.455417549473736
"257","Coronary artery disease","ebi-a-GCST003116","CES1",0.0269102423951706,0.00528274828200342,3.52493707583391e-07,0.143581237701973,FALSE,42,-0.0161025895590265,0.0238049148423872,0.498761515884112,0.647343290426164
"258","Coronary artery disease","ebi-a-GCST003116","SELPLG",0.0271342256704819,0.0053406540845811,3.78065556535842e-07,0.0091999074860139,TRUE,42,-0.0015692165003268,0.0171859338535193,0.927247711111529,0.592429877954382
"259","Coronary artery disease","ebi-a-GCST003116","CCL19",0.0271091052099899,0.00533652805647702,3.79595392905332e-07,0.118408954871173,FALSE,42,0.047359449406731,0.0241755662592817,0.0501151357575018,0.73210903930285
"260","Coronary artery disease","ebi-a-GCST003116","CXCL13",0.0269090889939767,0.00531406624482927,4.13234522878966e-07,0.318782115899934,FALSE,42,0.111262252415505,0.0326445948916376,0.000653713356073676,0.0795859905913206
"261","Coronary artery disease","ebi-a-GCST003116","MFGE8",0.0266416872992306,0.00530536567449026,5.14899622363394e-07,0.219298493276558,FALSE,42,0.0139012602205256,0.0267670578508461,0.603522195123829,0.722948107414541
"262","Coronary artery disease","ebi-a-GCST003116","TFPI",0.0259410782400913,0.00519362979311084,5.91950742466468e-07,0.60715330100962,TRUE,42,0.0511341018295149,0.0258713619418939,0.0481009968992957,0.642365921991595
"263","Coronary artery disease","ebi-a-GCST003116","KITLG",-0.0264712568967593,0.00533684634902742,7.08009272920546e-07,0.292298157250383,FALSE,42,-0.011436964470149,0.0235583253742933,0.627339849916662,0.895861058264058
"264","Coronary artery disease","ebi-a-GCST003116","TNFRSF11B",0.024540704795911,0.0049610652752122,7.58606322660608e-07,0.572912406713853,FALSE,42,0.0109216551903446,0.0258549815660085,0.672718655034045,0.918346157430919
"265","Coronary artery disease","ebi-a-GCST003116","CNTN4",-0.0261172271061549,0.00528220416457853,7.67520551450689e-07,0.0174130784482258,FALSE,42,-0.0700190981896361,0.0176909539433528,7.5610318229948e-05,1
"266","Coronary artery disease","ebi-a-GCST003116","CD4",0.0257491567719881,0.00525004837388793,9.4075495207795e-07,0.971710593931687,TRUE,42,0.0827367933800506,0.034681046093393,0.0170490272023444,0.166991154452499
"267","Coronary artery disease","ebi-a-GCST003116","SLITRK6",-0.026512313265193,0.00544041627376818,1.10304521808556e-06,0.619733636386858,FALSE,42,-0.0365074999232712,0.0193936946037745,0.0597760651860807,1
"268","Coronary artery disease","ebi-a-GCST003116","IL6",0.0242723926540336,0.00499064105930491,1.15801605403319e-06,0.847936059150268,FALSE,168,-0.00945062624087136,0.0252283953978609,0.707955929095666,0.347741453760006
"269","Coronary artery disease","ebi-a-GCST003116","GSTA3",0.0259076064907698,0.00535083946998303,1.29261171048241e-06,0.0165831031230501,TRUE,42,-0.0174194937394542,0.017274700342643,0.31327119806781,1
"270","Coronary artery disease","ebi-a-GCST003116","SSC4D",0.0242036539994529,0.00500331870628961,1.32049171202376e-06,0.0380379491853159,TRUE,42,-0.0155766959051841,0.0185121643915657,0.400106920856116,1
"271","Coronary artery disease","ebi-a-GCST003116","TREM2",0.0241756103414865,0.00502635432493549,1.51755895096478e-06,0.0134151648760205,TRUE,42,-0.0296091092058929,0.0193874552422559,0.126703752763203,0.743429421627839
"272","Coronary artery disease","ebi-a-GCST003116","IL6",0.0242475228531677,0.00506897690719997,1.7299778315269e-06,0.847936059150268,FALSE,168,-0.00945062624087136,0.0252283953978609,0.707955929095666,0.347741453760006
"273","Coronary artery disease","ebi-a-GCST003116","CCL22",0.0249809983603065,0.0052231388921806,1.73644903318875e-06,0.936183550165947,FALSE,42,0.0365428715451782,0.024618364560668,0.137709607068438,0.677942203025717
"274","Coronary artery disease","ebi-a-GCST003116","MANSC1",-0.025737125544089,0.00538977667733549,1.80301259618781e-06,0.0435614833937695,TRUE,42,-0.00373400259001199,0.0223921678043895,0.86756294540444,0.622158003440433
"275","Coronary artery disease","ebi-a-GCST003116","IL6",0.0238658816874475,0.00499897644172172,1.81224560347525e-06,0.847936059150268,FALSE,168,-0.00945062624087136,0.0252283953978609,0.707955929095666,0.347741453760006
"276","Coronary artery disease","ebi-a-GCST003116","CXCL10",0.0244317909290394,0.00513482743224717,1.96273021489609e-06,0.75922970598938,FALSE,42,0.0564332041101719,0.0340048983387305,0.0970027935208301,0.49545383565081
"277","Endometrial cancer","ebi-a-GCST006464","BTN3A2",0.0925581150086974,0.00531796292733444,1.49950005721239e-67,1.10935775695094e-06,TRUE,16,-0.045236411629038,0.053204047074039,0.395189549955422,0.549657069851287
"278","Endometrial cancer","ebi-a-GCST006464","MICB_MICA",-0.0857259411088233,0.00547924626714452,5.5639995333556e-55,3.41560921857517e-15,TRUE,16,-0.0132979850411563,0.0187344987541096,0.477820295883271,0.394793326844982
"279","Endometrial cancer","ebi-a-GCST006464","CDSN",-0.0526808602067157,0.00544825782112454,4.34695353164013e-22,0.00677519810328093,TRUE,16,0.00250587091427536,0.0196397375286596,0.898471962253572,1
"280","Endometrial cancer","ebi-a-GCST006464","CPVL",-0.0522419480674372,0.00547872386979963,1.58839223959118e-21,0.00182336292588189,TRUE,16,-0.0200815995226175,0.0358679885249807,0.575564522461986,0.577368704351909
"281","Endometrial cancer","ebi-a-GCST006464","PAMR1",0.0451035570932333,0.00533587769263302,2.9542687896992e-17,0.0139987143795083,TRUE,16,-0.0165372784233153,0.0245107439005188,0.499869508273307,1
"282","Endometrial cancer","ebi-a-GCST006464","LEP",0.0366349911682066,0.00458601159529874,1.40988187345341e-15,0.0606819551891611,FALSE,16,-0.000684247439208534,0.0193592685461755,0.971804884244279,1
"283","Endometrial cancer","ebi-a-GCST006464","RARRES2",0.0381705437432733,0.00500978148279443,2.61873006165548e-14,0.033860977502849,TRUE,16,-0.0159342979649011,0.0250034725625851,0.523940262793755,1
"284","Endometrial cancer","ebi-a-GCST006464","CPM",0.0374441121513981,0.00525849155598112,1.09520761307434e-12,0.00561832006666093,TRUE,16,0.00152540889269665,0.0238739286241973,0.94905435976299,0.582385874055887
"285","Endometrial cancer","ebi-a-GCST006464","LILRB4",0.037603894949331,0.00531849093511548,1.57537653036116e-12,0.000136543845468098,TRUE,16,-0.0376969428887933,0.0393887660228266,0.33854298785176,0.948249396476297
"286","Endometrial cancer","ebi-a-GCST006464","SSC5D",0.0371748240509984,0.00530656002700172,2.5078680904546e-12,0.10977839006784,FALSE,16,0.00281926353791325,0.0208173978023054,0.892273297812836,1
"287","Endometrial cancer","ebi-a-GCST006464","SSC4D",0.0351752662976872,0.00506698529044108,3.93436876272157e-12,0.0176219259508004,TRUE,16,-0.0157293645259492,0.0208402281107182,0.45039317241419,1
"288","Endometrial cancer","ebi-a-GCST006464","KIR2DL3",-0.0376729063344054,0.00552696959302928,9.50904396018831e-12,0.431605664513667,FALSE,16,-0.0565813622133554,0.0481527949632814,0.2399795272102,0.510432084465985
"289","Endometrial cancer","ebi-a-GCST006464","THBS4",0.0368865093111828,0.00541349740893979,9.66448954381578e-12,0.0497976007885926,TRUE,16,0.0185109359833838,0.0336191751456056,0.581903459757561,0.520018848880841
"290","Endometrial cancer","ebi-a-GCST006464","CD207",0.0371501675752695,0.00553982116992919,2.03226293913869e-11,0.0064072139280153,TRUE,16,-0.0191926081932402,0.0199109958910527,0.335086009842255,1
"291","Endometrial cancer","ebi-a-GCST006464","AMBP",0.0340756755189367,0.00517282703401398,4.54010196869457e-11,0.0446615323357285,TRUE,16,0.00936527634875845,0.0239496507367118,0.695767517432981,0.61891094940945
"292","Endometrial cancer","ebi-a-GCST006464","IGSF3",0.0350067991116909,0.00534841295989929,6.02435132631392e-11,0.00876439080991211,TRUE,16,-0.0183108791005601,0.0196259202429152,0.350822717165021,1
"293","Endometrial cancer","ebi-a-GCST006464","ADAMTS15",0.035362177679409,0.00540441936187852,6.1083433438596e-11,0.152446804186588,FALSE,16,0.00782682075521269,0.0184683038196905,0.671713510707477,1
"294","Endometrial cancer","ebi-a-GCST006464","CCN5",0.0325537472417505,0.00500369171099688,7.82838573518286e-11,0.595672263187949,FALSE,16,0.0445452965227034,0.0220376097147648,0.0432455457739144,1
"295","Endometrial cancer","ebi-a-GCST006464","RTN4R",0.0333603509413794,0.00530001091907141,3.12363304638906e-10,0.0182398469485296,TRUE,16,-0.0238282663449675,0.0236382667118434,0.313436316481163,1
"296","Endometrial cancer","ebi-a-GCST006464","LDLR",0.0332597769838755,0.00533764066687835,4.68372558297991e-10,0.705479533660437,FALSE,16,0.0255348480518035,0.0197306456326376,0.195606034769466,1
"297","Endometrial cancer","ebi-a-GCST006464","SCARA5",0.0316043965713794,0.00514147801697235,7.98631213626656e-10,0.0724943550555597,FALSE,16,0.0158036725063002,0.0363670684667756,0.663881849867259,0.520858783261207
"298","Endometrial cancer","ebi-a-GCST006464","GSTA1",0.0325229526132413,0.00529622794182551,8.30332262356794e-10,0.0102823412650612,TRUE,16,-0.0289876278372273,0.0233772046847187,0.21497707084203,1
"299","Endometrial cancer","ebi-a-GCST006464","GGH",0.0331469671487994,0.00545275885367829,1.22297199251717e-09,0.0372147774862669,TRUE,16,-0.0136796648795227,0.0218046067584763,0.530413459867066,1
"300","Endometrial cancer","ebi-a-GCST006464","ANGPTL2",0.0326887440482486,0.00538255636813168,1.26810203725733e-09,0.00139473105770064,TRUE,16,-0.0378343686002852,0.0297732738608165,0.203817830601026,0.985830421232665
"301","Endometrial cancer","ebi-a-GCST006464","CDHR5",0.0330470767911173,0.00544610235222357,1.30869839829782e-09,0.116056887827389,FALSE,16,0.0018193833074114,0.019109846299313,0.924150735461442,1
"302","Endometrial cancer","ebi-a-GCST006464","GOLM2",0.0322352634058017,0.00537662930268539,2.04972597212617e-09,0.000106749576118595,FALSE,16,-0.0559243374250813,0.0342802815732539,0.102809106292674,0.970451290500187
"303","Endometrial cancer","ebi-a-GCST006464","EFEMP1",0.0295595845374738,0.00496941012814469,2.73585184908397e-09,0.20019429281092,FALSE,16,0.0267441924161829,0.0262624077566545,0.308514015744842,0.52120630581531
"304","Endometrial cancer","ebi-a-GCST006464","MFAP5",0.030925047546166,0.00527689112238752,4.65797109423083e-09,0.697470031947787,FALSE,16,0.0412124582915869,0.0259321686319243,0.112006056962586,1
"305","Endometrial cancer","ebi-a-GCST006464","FURIN",0.0300580609936539,0.00522663642383491,8.95121105115517e-09,0.00943430791548262,TRUE,16,-0.0288576287096627,0.0220856304532132,0.191340227606031,1
"306","Endometrial cancer","ebi-a-GCST006464","ICAM3",0.0303740184837097,0.00539929749525335,1.8636247943361e-08,0.0108575480431241,TRUE,16,-0.0915870105074025,0.0858978453726875,0.286318890271955,0.406463267215861
"307","Endometrial cancer","ebi-a-GCST006464","HAVCR2",0.0297700888152192,0.00529712232464893,1.92404992024559e-08,0.0865981756329715,FALSE,16,-0.0102612132490001,0.0313798136969879,0.743667543672579,0.892893164975877
"308","Endometrial cancer","ebi-a-GCST006464","IL17RB",-0.0303860462469641,0.00546680471950826,2.74523849220925e-08,0.0231896944392579,TRUE,16,-0.00602308322106312,0.0172975827807232,0.727687170369399,0.606624032296735
"309","Endometrial cancer","ebi-a-GCST006464","FAP",0.0293238818313353,0.00532055891915946,3.58499848386571e-08,0.282126719650144,FALSE,16,0.0125421092725862,0.0372214723935165,0.73614782482116,0.911656903618453
"310","Endometrial cancer","ebi-a-GCST006464","FABP4",0.0272051374502595,0.00497323667593971,4.52401216802199e-08,0.0222850993570009,TRUE,16,-0.0132854791891627,0.0170041694939724,0.434621866413174,1
"311","Endometrial cancer","ebi-a-GCST006464","THY1",0.029069153338473,0.00532884839539468,4.92982784632957e-08,0.0972352728047121,FALSE,16,-0.00252811945303602,0.0182923987753162,0.890077605173801,1
"312","Endometrial cancer","ebi-a-GCST006464","RBP5",0.0285838708071318,0.00525513404832151,5.38853230769913e-08,0.262847424641997,FALSE,16,-0.022259452496662,0.033998874850343,0.512653554800242,0.533580838308769
"313","Endometrial cancer","ebi-a-GCST006464","LRP11",0.029424843528246,0.00541266825209602,5.47771888851757e-08,0.928965431494582,FALSE,16,0.046991595045014,0.0256444626398643,0.0668878905890967,0.537689616705923
"314","Endometrial cancer","ebi-a-GCST006464","RET",0.0292793489778427,0.00539932583517855,5.90841909947405e-08,0.636758007135479,FALSE,16,0.0231758838339071,0.0247541892464735,0.349149181494199,0.612967554024595
"315","Endometrial cancer","ebi-a-GCST006464","CES1",0.0284964490291889,0.00535562647925724,1.03943039219556e-07,0.168094906980582,FALSE,16,0.00277335943197799,0.0178772385835801,0.87671603564434,1
"316","Endometrial cancer","ebi-a-GCST006464","FRZB",0.028591215248303,0.00537651531195784,1.0570494306395e-07,0.00129455053748858,TRUE,16,-0.0753809661678298,0.0363208851402097,0.0379479455524212,0.264931407153641
"317","Endometrial cancer","ebi-a-GCST006464","CTSO",0.0284949911251699,0.00538258301204767,1.20458844642917e-07,0.000765372794601935,FALSE,16,-0.0597011117151567,0.0281145685845979,0.0337124955744206,0.544763560042193
"318","Endometrial cancer","ebi-a-GCST006464","DPT",0.0267655508161791,0.00505802440426263,1.21930478038357e-07,0.0212299819505764,TRUE,16,-0.0206171157136535,0.0199348887204382,0.301032034427546,1
"319","Endometrial cancer","ebi-a-GCST006464","F7",0.0282489308755393,0.00536347604795215,1.3958830088317e-07,0.478429827522718,FALSE,16,0.0154191135477447,0.0172870648206367,0.3724223350284,1
"320","Endometrial cancer","ebi-a-GCST006464","IGFBP2",-0.0274088945799314,0.00521309419009894,1.46744494573112e-07,0.141678632639222,FALSE,16,0.0092469409700336,0.0243924170370257,0.704620435392932,1
"321","Endometrial cancer","ebi-a-GCST006464","BTN2A1",-0.0281262162977778,0.00536586126813307,1.6005887889633e-07,0.0178853968935266,TRUE,16,-0.00240667006194158,0.0250345324204409,0.923414138032662,0.539155271591748
"322","Endometrial cancer","ebi-a-GCST006464","ASAH2",0.0283451061265329,0.00544400251938216,1.93394953749809e-07,0.537830425386469,FALSE,16,0.0337391177531996,0.0215768160286671,0.11789402114111,0.551722440123771
"323","Endometrial cancer","ebi-a-GCST006464","KYNU",0.0270119539351076,0.00520054559353605,2.06936864685038e-07,0.0114311108097396,TRUE,16,-0.0370013004906873,0.0318904774725622,0.245942261720647,0.734103352477166
"324","Endometrial cancer","ebi-a-GCST006464","HSPG2",0.027248149168219,0.00529831799307187,2.72208834380203e-07,0.0872689600617548,FALSE,16,-0.00601849767898059,0.0187189827126888,0.747817558237086,1
"325","Endometrial cancer","ebi-a-GCST006464","NOMO1",0.0273620812030852,0.00535694386472264,3.27738323834261e-07,0.130116203767362,FALSE,16,-0.00350215483303467,0.0196744311067686,0.858718740708106,1
"326","Endometrial cancer","ebi-a-GCST006464","COMP",0.0269041024610903,0.00527060561830932,3.33388910740195e-07,0.0726814676488972,FALSE,16,0.0210948761731354,0.0350672218750573,0.547470134029445,0.461509739942165
"327","Endometrial cancer","ebi-a-GCST006464","ADH4",0.0266442378760012,0.00525111921377003,3.91619926303462e-07,0.00735851824902961,TRUE,16,-0.0360264155293472,0.0227858583916854,0.113858236606838,1
"328","Endometrial cancer","ebi-a-GCST006464","IL18R1",0.0271857778015184,0.00536084224869041,3.97433470979443e-07,0.00567659081192412,TRUE,16,-0.0414036727959388,0.0266899056200571,0.120833197464443,0.442185342130729
"329","Endometrial cancer","ebi-a-GCST006464","TNFRSF11A",0.0265821155193435,0.00526036303321871,4.36520649287459e-07,0.33802270479441,FALSE,16,-0.00705800681375154,0.023394960642285,0.762889006831439,0.597972355564413
"330","Endometrial cancer","ebi-a-GCST006464","CCL16",0.0258894324510451,0.00512409754428712,4.38340799619969e-07,0.257423115010069,FALSE,16,0.00792287252063471,0.0150141643428184,0.597712289364401,1
"331","Endometrial cancer","ebi-a-GCST006464","PRSS8",0.0249984993420158,0.00495024461162816,4.44233645636025e-07,0.0599102175135967,FALSE,16,0.00533794145076225,0.0254808067134359,0.834066744225196,0.605522539174707
"332","Endometrial cancer","ebi-a-GCST006464","IL6",0.0254844040174638,0.00506376830671385,4.86127187977788e-07,5.51209294280404e-15,FALSE,64,-0.0162698173270705,0.0119974097258236,0.17506390581538,0.439367471652294
"333","Endometrial cancer","ebi-a-GCST006464","FGF21",0.0267825885276449,0.00532841356174731,5.0238334279089e-07,0.671997532703758,FALSE,16,0.0179868568313903,0.0200786587110933,0.370349098324021,1
"334","Endometrial cancer","ebi-a-GCST006464","INHBC",0.0267790124918247,0.00533548352937923,5.21933775957118e-07,0.0097902244113251,TRUE,16,-0.0194276041088425,0.0170734310550143,0.255168431840304,1
"335","Endometrial cancer","ebi-a-GCST006464","IL6",0.0254036227093589,0.00506817863052815,5.40348989545767e-07,5.51209294280404e-15,FALSE,64,-0.0162698173270705,0.0119974097258236,0.17506390581538,0.439367471652294
"336","Endometrial cancer","ebi-a-GCST006464","IL5RA",0.0270632241145698,0.00540150861833136,5.46175006443749e-07,0.0581884537841413,FALSE,16,-0.0105288785209288,0.0221051249276495,0.633853978269176,0.913800658446036
"337","Endometrial cancer","ebi-a-GCST006464","OXT",0.0266802263629759,0.00534696005728386,6.07411600509623e-07,0.0697713356462027,FALSE,16,0.00628977757826106,0.0220276210508338,0.775230092940772,0.649995124003976
"338","Endometrial cancer","ebi-a-GCST006464","CDH2",0.025244482005076,0.00506051614346559,6.11454900388752e-07,0.282452967309307,FALSE,16,-0.000215346139806321,0.0231405408873665,0.992574984265038,1
"339","Endometrial cancer","ebi-a-GCST006464","ACY1",0.0248567083732287,0.00505259984862056,8.71341259400629e-07,0.000923160263920057,FALSE,16,-0.0422993301624856,0.0268798402290952,0.11556950938053,0.903882422051877
"340","Endometrial cancer","ebi-a-GCST006464","CTSB",-0.0267580591398032,0.00546943963819693,1.00129771688511e-06,0.630801770013058,FALSE,16,-0.0145891632809097,0.0247225030316493,0.555112376124285,1
"341","Endometrial cancer","ebi-a-GCST006464","APOM",-0.0261504976975838,0.00536664921746679,1.10536446158659e-06,0.220419806757131,FALSE,16,0.0145940149008906,0.0243369840807173,0.548730139012015,0.57048564985887
"342","Endometrial cancer","ebi-a-GCST006464","GFRA1",0.0254936676574561,0.00523799777633349,1.13776416791823e-06,0.275481826512886,FALSE,16,0.000388351003225575,0.0224174917401847,0.986178481719019,1
"343","Endometrial cancer","ebi-a-GCST006464","TIE1",0.0266170415514014,0.00546918056405493,1.13963575170058e-06,0.367484595364516,FALSE,16,-0.00801206113122745,0.0228827008981918,0.726236511080714,0.537088876871233
"344","Endometrial cancer","ebi-a-GCST006464","CST3",0.0243354734581062,0.00501830859760072,1.24423850861671e-06,0.0183900864808506,TRUE,16,-0.030273068856641,0.0361687773203366,0.402595641445949,0.823414586336953
"345","Endometrial cancer","ebi-a-GCST006464","CCL19",0.0260975561898784,0.00540962326647024,1.41114169004409e-06,0.195440810752595,FALSE,16,-0.0365335016950091,0.0409509290767584,0.37232391962238,0.403014505663559
"346","Endometrial cancer","ebi-a-GCST006464","COL6A3",0.0253782989304497,0.00526426200182918,1.43550659309045e-06,0.14123110954685,FALSE,16,-0.0020516926217305,0.0178857405167794,0.908674130873314,1
"347","Endometrial cancer","ebi-a-GCST006464","ERBB2",0.0246667939498504,0.00511829392327727,1.44657930173703e-06,0.0187992940697775,TRUE,16,-0.00617909830298332,0.022958249522669,0.787818094720431,0.649774067581816
"348","Endometrial cancer","ebi-a-GCST006464","QPCT",0.0253901926012057,0.00527283399913771,1.4762499187027e-06,0.00107991961608453,FALSE,16,-0.0542764141825125,0.02410514040929,0.0243442024938993,0.600630494325226
"349","Endometrial cancer","ebi-a-GCST006464","ROBO1",0.0260748512567135,0.0054160147021328,1.48282516430161e-06,0.446985953221558,FALSE,16,-0.0240406476884543,0.0388531260077806,0.536076385650133,0.408436720197237
"350","Endometrial cancer","ebi-a-GCST006464","ASGR1",0.0252269516320654,0.00526190769603693,1.63975503063375e-06,0.0226193860510638,TRUE,16,-0.0208664354177754,0.0195214182674202,0.285114929766597,1
"351","Endometrial cancer","ebi-a-GCST006464","CD1C",-0.0254589005358597,0.00531341389517963,1.66289852709424e-06,0.0150800615423214,TRUE,16,-0.0446012625484606,0.0680076262962454,0.511935205281593,0.35678712657887
"352","Endometrial cancer","ebi-a-GCST006464","CLMP",0.0241654058115894,0.00504707200712382,1.69155164462731e-06,0.00815716654747257,TRUE,16,0.00910564062559085,0.0222569574731921,0.68245574789865,0.223959586919776
"353","Endometrial cancer","ebi-a-GCST006464","SCARB2",0.0244674286734121,0.00513928482340489,1.93583782607823e-06,0.453528220777732,FALSE,16,-0.0103915701034037,0.0273577737501393,0.704064369206593,0.522689789791466
